FLUSS_KM	RW	HW	HOEHE
48.77	3932347.266	778807.414	370.244
48.77	3932345.237	778807.956	370.279
48.77	3932341.637	778808.917	370.341
48.77	3932335.401	778810.581	370.489
48.77	3932331.939	778811.505	370.376
48.77	3932326.563	778812.94	370.201
48.77	3932319.315	778814.875	369.964
48.77	3932316.241	778815.695	369.828
48.77	3932315.735	778815.831	369.799
48.77	3932315.629	778815.859	369.795
48.77	3932315.518	778815.888	369.791
48.77	3932314.885	778816.057	369.785
48.77	3932305.501	778818.562	369.717
48.77	3932298.815	778820.346	369.668
48.77	3932296.051	778821.084	369.644
48.77	3932291.528	778822.291	369.616
48.77	3932286.186	778823.717	369.581
48.77	3932282.342	778824.743	369.556
48.77	3932276.325	778826.349	369.52
48.77	3932268.05	778828.558	369.462
48.77	3932266.486	778828.976	369.449
48.77	3932265.356	778829.277	369.439
48.77	3932258.151	778831.2	369.393
48.77	3932256.645	778831.602	369.383
48.77	3932248.352	778833.816	369.334
48.77	3932246.804	778834.229	369.326
48.77	3932244.687	778834.794	369.315
48.77	3932236.963	778836.856	369.272
48.77	3932231.332	778838.358	369.256
48.77	3932227.119	778839.483	369.252
48.77	3932221.4	778841.009	369.247
48.77	3932217.275	778842.11	369.238
48.77	3932214.59	778842.827	369.236
48.77	3932208.666	778844.408	369.233
48.77	3932200.904	778846.48	369.228
48.77	3932200.056	778846.706	369.228
48.77	3932199.407	778846.879	369.226
48.77	3932194.477	778848.195	369.22
48.77	3932191.459	778849.001	369.213
48.77	3932184.38	778850.89	369.197
48.77	3932182.888	778851.288	369.193
48.77	3932180.848	778851.833	369.186
48.77	3932174.263	778853.591	369.17
48.77	3932169.468	778854.871	369.159
48.77	3932165.637	778855.893	369.144
48.77	3932160.564	778857.247	369.103
48.77	3932157.093	778858.174	369.085
48.77	3932154.537	778858.856	369.072
48.77	3932148.544	778860.455	369.018
48.77	3932140.974	778862.476	368.928
48.77	3932140.106	778862.707	368.919
48.77	3932139.405	778862.894	368.911
48.77	3932133.265	778864.533	368.836
48.77	3932131.642	778864.967	368.817
48.77	3932122.357	778867.445	368.703
48.77	3932121.605	778867.646	368.693
48.77	3932120.737	778867.877	368.682
48.77	3932111.589	778870.319	368.569
48.77	3932110.033	778870.734	368.434
48.77	3932109.695	778870.824	368.396
48.77	3932109.333	778870.921	368.356
48.77	3932107.801	778871.33	368.219
48.77	3932105.904	778871.836	368.109
48.77	3932104.124	778872.311	368.005
48.77	3932101.115	778873.115	368.064
48.77	3932101.067	778873.127	368.065
48.77	3932101.011	778873.142	368.066
48.77	3932100.889	778873.175	368.069
48.77	3932097.276	778874.139	368.143
48.77	3932096.786	778874.27	368.152
48.77	3932096.188	778874.43	368.163
48.77	3932094.609	778874.851	368.15
48.77	3932093.486	778875.151	368.141
48.77	3932092.635	778875.378	368.134
48.77	3932089.474	778876.222	368.174
48.77	3932086.535	778877.006	368.211
48.77	3932081.119	778878.452	368.28
48.77	3932079.097	778878.992	368.306
48.77	3932078.056	778879.269	368.287
48.77	3932076.368	778879.72	368.259
48.77	3932067.611	778882.057	368.1
48.77	3932067.059	778882.205	368.09
48.77	3932066.828	778882.266	368.088
48.77	3932061.565	778883.671	368.051
48.77	3932061.548	778883.675	368.049
48.77	3932061.488	778883.692	368.042
48.77	3932056.703	778884.969	367.381
48.77	3932053.492	778885.826	366.938
48.77	3932051.845	778886.265	366.689
48.77	3932051.386	778886.388	366.668
48.77	3932050.876	778886.524	366.644
48.77	3932048.267	778887.22	366.612
48.77	3932044.753	778888.158	366.557
48.77	3932041.862	778888.93	366.513
48.77	3932038.613	778889.797	366.476
48.77	3932033.9	778891.055	366.448
48.77	3932032.159	778891.52	366.438
48.77	3932030.899	778891.856	366.43
48.77	3932025.684	778893.248	366.399
48.77	3932024.461	778893.574	366.387
48.77	3932020.239	778894.701	366.344
48.77	3932018.957	778895.043	366.338
48.77	3932016.558	778895.684	366.327
48.77	3932012.202	778896.846	366.294
48.77	3932009.926	778897.454	366.277
48.77	3932005.384	778898.666	366.263
48.77	3932003.26	778899.233	366.257
48.77	3931999.751	778900.17	366.248
48.77	3931998.526	778900.497	366.245
48.77	3931996.172	778901.125	366.236
48.77	3931991.942	778902.254	366.222
48.77	3931989.824	778902.819	366.216
48.77	3931985.359	778904.011	366.198
48.77	3931983.497	778904.508	366.191
48.77	3931980.791	778905.23	366.182
48.77	3931980.037	778905.432	366.179
48.77	3931978.7	778905.788	366.175
48.77	3931974.67	778906.864	366.161
48.77	3931972.675	778907.396	366.154
48.77	3931969.749	778908.177	366.144
48.77	3931965.661	778909.268	366.13
48.77	3931964.926	778909.465	366.127
48.77	3931964.631	778909.543	366.126
48.77	3931964.081	778909.69	366.126
48.77	3931960.678	778910.598	366.117
48.77	3931959.275	778910.973	366.114
48.77	3931956.455	778911.726	366.115
48.77	3931955.948	778911.861	366.117
48.77	3931953.431	778912.533	366.126
48.77	3931952.029	778912.907	366.134
48.77	3931947.521	778914.11	366.157
48.77	3931947.407	778914.141	366.158
48.77	3931947.337	778914.16	366.158
48.77	3931946.998	778914.25	366.159
48.77	3931942.602	778915.423	366.173
48.77	3931941.716	778915.66	366.176
48.77	3931940.383	778916.015	366.18
48.77	3931937.204	778916.864	366.189
48.77	3931935.497	778917.32	366.216
48.77	3931933.95	778917.733	366.238
48.77	3931930.748	778919.657	366.282
48.77	3931930.325	778920.337	366.289
48.77	3931929.922	778920.984	366.295
48.77	3931928.084	778923.941	366.318
48.77	3931926.254	778926.885	366.343
48.77	3931925.85	778927.535	366.35
48.77	3931925.493	778928.109	366.355
48.77	3931923.615	778931.129	366.381
48.77	3931922.089	778933.585	365.726
48.77	3931921.779	778934.083	365.599
48.77	3931921.483	778934.56	365.478
48.77	3931919.943	778937.037	364.817
48.77	3931918.65	778939.117	364.334
48.77	3931918.387	778939.54	364.227
48.77	3931918.13	778939.953	364.122
48.77	3931916.832	778942.04	363.637
48.77	3931915.895	778943.548	363.074
48.77	3931915.696	778943.868	362.955
48.77	3931915.51	778944.167	362.843
48.77	3931914.56	778945.695	362.273
48.77	3931912.969	778948.255	362.299
48.77	3931912.688	778948.707	362.306
48.77	3931912.42	778949.138	362.313
48.77	3931910.817	778951.717	362.339
48.77	3931909.206	778954.307	362.385
48.77	3931908.967	778954.692	362.39
48.77	3931908.733	778955.068	362.394
48.77	3931907.118	778957.666	362.44
48.77	3931906.156	778959.213	362.924
48.77	3931905.957	778959.533	363.011
48.77	3931905.753	778959.862	363.101
48.77	3931904.793	778961.407	363.583
48.77	3931904.068	778962.573	364.766
48.77	3931903.891	778962.856	365.029
48.77	3931903.71	778963.148	365.299
48.77	3931902.987	778964.311	366.477
48.77	3931902.112	778965.718	366.45
48.77	3931901.921	778966.027	366.447
48.77	3931901.724	778966.343	366.444
48.77	3931900.859	778967.735	366.419
48.77	3931898.854	778970.959	366.395
48.77	3931898.22	778971.979	366.383
48.77	3931897.562	778973.037	366.371
48.77	3931895.582	778976.223	366.346
48.77	3931894.712	778977.622	366.364
48.77	3931894.025	778978.727	366.396
48.77	3931892.7	778980.859	366.457
48.77	3931892.432	778981.289	366.453
48.77	3931892.282	778981.53	366.451
48.77	3931891.987	778982.005	366.465
48.77	3931890.741	778984.01	366.524
48.77	3931889.921	778985.329	366.563
48.77	3931889.398	778986.17	366.588
48.77	3931888.803	778987.126	366.618
48.77	3931887.859	778988.646	366.667
48.77	3931886.559	778990.674	366.73
48.77	3931885.683	778991.673	366.765
48.77	3931884.932	778992.528	366.787
48.77	3931881.526	778994.251	366.859
48.77	3931880.797	778994.565	366.865
48.77	3931880.249	778994.802	366.864
48.77	3931874.986	778997.077	366.961
48.77	3931874.905	778997.112	366.962
48.77	3931874.831	778997.144	366.965
48.77	3931869.285	778999.54	367.137
48.77	3931869.201	778999.577	367.14
48.77	3931869.138	778999.604	367.142
48.77	3931868.859	778999.725	367.145
48.77	3931864.137	779001.765	367.223
48.77	3931862.956	779002.276	367.243
48.77	3931859.995	779003.555	367.24
48.77	3931858.524	779004.191	367.238
48.77	3931856.856	779004.912	367.219
48.77	3931855.845	779005.349	367.208
48.77	3931854.531	779005.917	367.276
48.77	3931852.245	779006.905	367.395
48.77	3931851.939	779007.037	367.435
48.77	3931850.624	779007.605	367.607
48.77	3931849.372	779008.146	367.77
48.77	3931845.893	779009.649	367.811
48.77	3931841.05	779011.742	367.843
48.77	3931840.124	779012.143	367.849
48.77	3931834.418	779014.609	367.891
48.77	3931829.731	779016.634	367.916
48.77	3931828.412	779017.204	367.922
48.77	3931824.531	779018.881	367.939
48.77	3931820.681	779020.545	367.947
48.77	3931820.197	779020.754	367.948
48.77	3931815.2	779022.913	367.976
48.77	3931809.967	779025.175	368.006
48.77	3931809.213	779025.501	368.011
48.77	3931803.96	779027.771	368.044
48.77	3931798.019	779030.338	368.054
48.77	3931797.884	779030.397	368.054
48.77	3931792.216	779032.846	368.027
48.77	3931786.983	779035.108	368.002
48.77	3931786.083	779035.497	367.997
48.77	3931780.906	779037.734	367.969
48.77	3931776.546	779039.618	367.952
48.77	3931774.3	779040.589	367.948
48.77	3931770.076	779042.414	367.94
48.77	3931766.253	779044.066	367.911
48.77	3931762.898	779045.516	367.887
48.77	3931759.2	779047.114	367.85
48.77	3931755.766	779048.598	367.827
48.77	3931751.268	779050.542	367.812
48.77	3931748.278	779051.834	367.802
48.77	3931745.808	779052.902	367.777
48.77	3931738.58	779056.025	367.705
48.77	3931737.138	779056.649	367.693
48.77	3931736.129	779057.084	367.683
48.77	3931733.458	779058.239	367.658
48.77	3931728.467	779060.396	367.611
48.77	3931727.06	779061.004	367.597
48.77	3931724.782	779061.988	367.575
48.77	3931723.004	779062.757	367.558
48.77	3931720.419	779063.874	367.543
48.77	3931719.811	779064.137	367.54
48.77	3931714.728	779066.333	367.511
48.77	3931714.382	779066.483	367.51
48.77	3931714.184	779066.568	367.509
48.77	3931713.351	779066.928	367.516
48.77	3931705.342	779070.389	367.574
48.77	3931702.757	779071.507	367.593
48.77	3931695.876	779074.48	367.646
48.77	3931694.085	779075.254	367.662
48.77	3931690.295	779076.892	367.694
48.77	3931687.342	779078.168	367.719
48.77	3931678.299	779082.076	367.797
48.77	3931676.664	779082.783	367.814
48.77	3931675.716	779083.192	367.825
48.77	3931674.868	779083.559	367.831
48.77	3931669.206	779086.006	367.876
48.77	3931668.11	779086.479	367.884
48.77	3931663.302	779088.557	367.923
48.77	3931662.293	779088.993	367.932
48.77	3931661.699	779089.25	367.938
48.77	3931661.243	779089.447	367.943
48.77	3931653.257	779092.898	368.029
48.77	3931652.369	779093.282	368.038
48.77	3931650.795	779093.962	368.052
48.77	3931645.205	779096.378	368.101
48.77	3931641.267	779098.08	368.215
48.77	3931638.839	779099.129	368.331
48.77	3931635.329	779100.646	368.499
48.77	3931633.114	779101.603	368.575
48.77	3931632.133	779102.027	369.056
48.77	3931629.602	779103.121	370.367
48.77	3931627.071	779104.214	371.678
48.77	3931626.089	779104.639	372.158
48.799	3932443.371	778790.074	370.768
48.799	3932442.302	778790.402	370.651
48.799	3932441.368	778790.688	370.549
48.799	3932439.285	778791.327	370.275
48.799	3932428.036	778794.777	369.546
48.799	3932427.83	778794.84	369.532
48.799	3932427.701	778794.88	369.523
48.799	3932427.184	778795.038	369.491
48.799	3932416.7	778798.254	368.847
48.799	3932413.112	778799.354	368.792
48.799	3932412.342	778799.59	368.78
48.799	3932411.489	778799.852	368.768
48.799	3932408.34	778800.817	368.719
48.799	3932405.351	778801.734	368.733
48.799	3932402.008	778802.76	368.722
48.799	3932397.526	778804.134	368.709
48.799	3932395.16	778804.86	368.715
48.799	3932392.569	778805.654	368.764
48.799	3932388.881	778806.785	368.865
48.799	3932385.589	778807.795	369.123
48.799	3932383.446	778808.452	369.291
48.799	3932375.998	778810.737	369.875
48.799	3932375.554	778810.873	369.91
48.799	3932375.403	778810.919	369.917
48.799	3932375.016	778811.038	369.941
48.799	3932365.708	778813.892	370.517
48.799	3932362.616	778814.841	370.708
48.799	3932360.284	778815.556	370.877
48.799	3932355.862	778816.912	371.197
48.799	3932348.066	778819.303	371.043
48.799	3932346.913	778819.657	371.02
48.799	3932346.049	778819.922	371.027
48.799	3932345.603	778820.059	371.031
48.799	3932336.236	778822.931	370.988
48.799	3932326.707	778825.854	370.494
48.799	3932326.419	778825.942	370.482
48.799	3932326.227	778826.001	370.473
48.799	3932325.234	778826.305	370.418
48.799	3932316.602	778828.953	369.938
48.799	3932315.262	778829.364	369.885
48.799	3932314.535	778829.587	369.856
48.799	3932313.94	778829.769	369.832
48.799	3932312.324	778830.265	369.768
48.799	3932306.77	778831.968	369.721
48.799	3932304.378	778832.702	369.695
48.799	3932301.285	778833.651	369.661
48.799	3932296.963	778834.976	369.623
48.799	3932293.268	778836.109	369.6
48.799	3932287.139	778837.989	369.566
48.799	3932278.145	778840.747	369.517
48.799	3932277.32	778841.001	369.512
48.799	3932276.76	778841.172	369.508
48.799	3932273.743	778842.098	369.493
48.799	3932267.529	778844.004	369.463
48.799	3932260.474	778846.167	369.428
48.799	3932257.753	778847.001	369.415
48.799	3932253.593	778848.277	369.395
48.799	3932247.98	778849.999	369.366
48.799	3932244.306	778851.126	369.348
48.799	3932238.208	778852.996	369.32
48.799	3932228.982	778855.826	369.307
48.799	3932228.427	778855.996	369.306
48.799	3932228.06	778856.108	369.305
48.799	3932226.193	778856.681	369.302
48.799	3932218.643	778858.996	369.291
48.799	3932212.531	778860.871	369.282
48.799	3932210.155	778861.6	369.277
48.799	3932206.734	778862.649	369.271
48.799	3932201.685	778864.197	369.263
48.799	3932198.155	778865.28	369.255
48.799	3932193.129	778866.822	369.243
48.799	3932185.827	778869.061	369.225
48.799	3932184.567	778869.447	369.222
48.799	3932183.693	778869.715	369.219
48.799	3932178.822	778871.209	369.195
48.799	3932175.978	778872.081	369.179
48.799	3932169.293	778874.132	369.141
48.799	3932167.43	778874.703	369.124
48.799	3932164.689	778875.544	369.09
48.799	3932158.914	778877.315	369.018
48.799	3932154.81	778878.573	368.968
48.799	3932150.381	778879.932	368.913
48.799	3932144.025	778881.881	368.832
48.799	3932141.964	778882.513	368.805
48.799	3932140.531	778882.953	368.786
48.799	3932133.588	778885.082	368.699
48.799	3932133.264	778885.182	368.695
48.799	3932125.273	778887.632	368.598
48.799	3932124.257	778887.944	368.587
48.799	3932122.899	778888.361	368.572
48.799	3932115.035	778890.772	368.479
48.799	3932113.797	778891.152	368.368
48.799	3932113.262	778891.316	368.334
48.799	3932112.649	778891.504	368.295
48.799	3932111.495	778891.858	368.194
48.799	3932110.174	778892.263	368.216
48.799	3932108.512	778892.773	368.24
48.799	3932107.987	778892.934	368.245
48.799	3932106.385	778893.425	368.259
48.799	3932104.587	778893.977	368.275
48.799	3932103.92	778894.181	368.283
48.799	3932102.623	778894.579	368.298
48.799	3932102.318	778894.673	368.3
48.799	3932102.042	778894.757	368.301
48.799	3932100.19	778895.325	368.319
48.799	3932098.006	778895.995	368.294
48.799	3932097.415	778896.176	368.287
48.799	3932096.609	778896.424	368.277
48.799	3932094.911	778896.944	368.257
48.799	3932090.722	778898.229	368.301
48.799	3932090.162	778898.401	368.306
48.799	3932087.799	778899.125	368.331
48.799	3932082.955	778900.611	368.381
48.799	3932081.882	778900.94	368.388
48.799	3932081.029	778901.202	368.394
48.799	3932080.385	778901.399	368.383
48.799	3932078.815	778901.881	368.358
48.799	3932075.115	778903.016	367.925
48.799	3932073.344	778903.559	367.717
48.799	3932071.365	778904.166	367.5
48.799	3932067.677	778905.297	367.094
48.799	3932066.383	778905.694	366.905
48.799	3932065.151	778906.071	366.718
48.799	3932063.933	778906.445	366.68
48.799	3932059.671	778907.752	366.592
48.799	3932056.485	778908.729	366.526
48.799	3932053.944	778909.509	366.476
48.799	3932053.276	778909.714	366.469
48.799	3932051.902	778910.135	366.469
48.799	3932046.49	778911.795	366.465
48.799	3932043.433	778912.732	366.462
48.799	3932039.672	778913.886	366.463
48.799	3932035.086	778915.292	366.456
48.799	3932033.431	778915.8	366.454
48.799	3932032.803	778915.993	366.453
48.799	3932031.27	778916.463	366.45
48.799	3932025.923	778918.102	366.441
48.799	3932023.68	778918.791	366.438
48.799	3932018.969	778920.235	366.43
48.799	3932018.498	778920.38	366.429
48.799	3932013.979	778921.766	366.417
48.799	3932011.987	778922.376	366.404
48.799	3932006.419	778924.084	366.41
48.799	3932004.976	778924.527	366.409
48.799	3932004.475	778924.68	366.408
48.799	3932003.442	778924.997	366.413
48.799	3931997.933	778926.687	366.439
48.799	3931995.11	778927.553	366.416
48.799	3931991.209	778928.749	366.374
48.799	3931989.026	778929.419	366.35
48.799	3931986.052	778930.331	366.318
48.799	3931984.477	778930.814	366.296
48.799	3931980.083	778932.161	366.284
48.799	3931978.546	778932.633	366.279
48.799	3931978.042	778932.787	366.277
48.799	3931976.961	778933.119	366.275
48.799	3931972.448	778934.503	366.264
48.799	3931969.947	778935.27	366.266
48.799	3931966.359	778936.37	366.291
48.799	3931965.38	778936.671	366.298
48.799	3931961.903	778937.737	366.324
48.799	3931960.102	778938.289	366.352
48.799	3931959.386	778938.509	366.357
48.799	3931958.347	778938.828	366.363
48.799	3931955.753	778939.623	366.392
48.799	3931954.26	778940.081	366.409
48.799	3931952.016	778940.769	366.435
48.799	3931950.431	778941.255	366.435
48.799	3931950.21	778941.323	366.435
48.799	3931949.609	778941.508	366.435
48.799	3931947.733	778942.127	366.435
48.799	3931946.761	778942.756	366.438
48.799	3931946.055	778943.213	366.44
48.799	3931944.853	778943.991	366.111
48.799	3931943.154	778945.09	365.616
48.799	3931942.671	778945.803	365.365
48.799	3931941.724	778947.666	364.813
48.799	3931940.762	778949.558	364.356
48.799	3931940.55	778949.975	364.257
48.799	3931940.381	778950.308	364.179
48.799	3931939.372	778952.291	363.698
48.799	3931938.384	778954.233	363.012
48.799	3931938.351	778954.299	362.989
48.799	3931938.322	778954.355	362.969
48.799	3931937.712	778955.555	362.546
48.799	3931937.33	778956.306	362.281
48.799	3931935.55	778959.806	362.383
48.799	3931935.345	778960.21	362.393
48.799	3931935.116	778960.66	362.403
48.799	3931933.359	778964.116	362.501
48.799	3931932.175	778966.444	362.498
48.799	3931931.801	778967.179	362.501
48.799	3931931.404	778967.96	362.504
48.799	3931930.249	778970.231	362.502
48.799	3931929.62	778971.468	362.751
48.799	3931929.078	778972.534	362.964
48.799	3931928.324	778974.016	363.262
48.799	3931927.928	778974.796	363.426
48.799	3931927.512	778975.612	363.598
48.799	3931926.826	778976.962	364.538
48.799	3931926.733	778977.145	364.665
48.799	3931926.643	778977.322	364.788
48.799	3931925.961	778978.663	365.722
48.799	3931925.762	778979.054	366.175
48.799	3931925.562	778979.447	366.631
48.799	3931925.278	778980.007	366.641
48.799	3931924.99	778980.573	366.65
48.799	3931921.938	778983.185	366.693
48.799	3931921.484	778983.396	366.697
48.799	3931918.929	778984.523	366.717
48.799	3931918.247	778984.824	366.72
48.799	3931914.987	778986.262	366.732
48.799	3931912.856	778987.202	366.711
48.799	3931911.538	778987.784	366.671
48.799	3931909.196	778988.817	366.599
